path	line	matched_text	classification	reason	recommended_action
docs/governance/s12-sprint-release-structure-residual-matches.tsv	636	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	637	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	638	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	639	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	640	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	641	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	642	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	643	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	644	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	645	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	646	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	647	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	648	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	649	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	650	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	651	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	652	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	653	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	654	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	655	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	656	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	657	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	658	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	659	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	660	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	661	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	662	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	663	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	664	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	665	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	666	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	667	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	668	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	669	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	670	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	671	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	672	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	673	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	674	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	675	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	676	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	677	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	678	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	679	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	680	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	681	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	682	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	683	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	684	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	685	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	686	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	687	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	688	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	689	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	690	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	691	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	692	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	693	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	694	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	695	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	696	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	697	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	698	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	699	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	700	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	701	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	702	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	703	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	704	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	705	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	706	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	707	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	708	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	709	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	710	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	711	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	712	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	713	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	714	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	715	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	716	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	717	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	718	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	719	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	720	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	721	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	722	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	723	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	724	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	725	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	726	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	727	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	728	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	729	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	730	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	731	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	732	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	733	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	734	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	735	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	736	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	737	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	738	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	739	独立目录	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	740	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	741	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	742	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	743	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	744	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	745	每个 Sprint	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	746	每个 Release	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	747	每个 Sprint	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	748	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	749	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	750	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	751	独立目录	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	752	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	753	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	754	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	755	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	756	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	757	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	758	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	759	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	760	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	761	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	762	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	763	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	764	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	765	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	766	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	767	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	768	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	769	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	770	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	771	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	772	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	773	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	774	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	775	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	776	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	777	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	778	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	779	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	780	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	781	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	782	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	783	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	784	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	785	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	786	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	787	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	788	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	789	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	790	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	791	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	792	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	793	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	794	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	795	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	796	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	797	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	798	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	799	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	800	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	801	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	802	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	803	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	804	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	805	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	806	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	807	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	808	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	809	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	810	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	811	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	812	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	813	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	814	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	815	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	816	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	817	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	818	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	819	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	820	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	821	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	822	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	823	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	824	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	825	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	826	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	827	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	828	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	829	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	830	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	831	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	832	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	833	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	834	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	835	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	836	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	837	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	838	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	839	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	840	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	841	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	842	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	843	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	844	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	845	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	846	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	847	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	848	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	849	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	850	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	851	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	852	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	853	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	854	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	855	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	856	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	857	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	858	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	859	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	860	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	861	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	862	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	863	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	864	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	865	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	866	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	867	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	868	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	869	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	870	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	871	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	872	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	873	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	874	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	875	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	876	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	877	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	878	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	879	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	880	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	881	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	882	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	883	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	884	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	885	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	886	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	887	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	888	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	889	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	890	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	891	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	892	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	893	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	894	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	895	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	896	sprint-backlog.md	D	审计材料自身	无需修改
